,age,checking_status=0<=X<200,checking_status=<0,checking_status=>=200,checking_status=no checking,credit_amount,credit_history=all paid,credit_history=critical/other existing credit,credit_history=delayed previously,credit_history=existing paid,credit_history=no credits/all paid,duration,employment=1<=X<4,employment=4<=X<7,employment=<1,employment=>=7,employment=unemployed,existing_credits,foreign_worker=no,foreign_worker=yes,housing=for free,housing=own,housing=rent,installment_commitment,job=high qualif/self emp/mgmt,job=skilled,job=unemp/unskilled non res,job=unskilled resident,num_dependents,other_parties=co applicant,other_parties=guarantor,other_parties=none,other_payment_plans=bank,other_payment_plans=none,other_payment_plans=stores,own_telephone=none,own_telephone=yes,personal_status=female div/dep/mar,personal_status=male div/sep,personal_status=male mar/wid,personal_status=male single,property_magnitude=car,property_magnitude=life insurance,property_magnitude=no known property,property_magnitude=real estate,purpose=business,purpose=domestic appliance,purpose=education,purpose=furniture/equipment,purpose=new car,purpose=other,purpose=radio/tv,purpose=repairs,purpose=retraining,purpose=used car,residence_since,savings_status=100<=X<500,savings_status=500<=X<1000,savings_status=<100,savings_status=>=1000,savings_status=no known savings,class
686,27,0,0,1,0,1347,0,1,0,0,0,10,0,1,0,0,0,2,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,good
687,30,1,0,0,0,2862,0,0,1,0,0,36,0,0,0,1,0,1,0,1,1,0,0,4,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,good
688,35,0,0,0,1,2753,0,0,0,1,0,9,0,0,0,1,0,1,0,1,0,1,0,3,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,good
689,31,0,1,0,0,3651,0,0,0,1,0,12,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,2,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,good
690,25,0,1,0,0,975,0,1,0,0,0,15,1,0,0,0,0,2,0,1,0,1,0,2,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,good
691,25,1,0,0,0,2631,0,0,0,1,0,15,1,0,0,0,0,1,0,1,0,1,0,3,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,good
692,29,1,0,0,0,2896,0,0,0,1,0,24,0,0,1,0,0,1,0,1,0,1,0,2,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,good
693,44,0,1,0,0,4716,0,1,0,0,0,6,0,0,1,0,0,2,0,1,0,1,0,1,0,0,0,1,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,good
694,28,0,0,0,1,2284,0,0,0,1,0,24,0,1,0,0,0,1,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,good
695,50,0,0,0,1,1236,0,0,0,1,0,6,1,0,0,0,0,1,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,good
696,29,1,0,0,0,1103,0,0,0,1,0,12,0,1,0,0,0,2,1,0,0,1,0,4,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,good
697,38,0,0,0,1,926,0,1,0,0,0,12,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,good
698,24,0,0,0,1,1800,0,1,0,0,0,18,1,0,0,0,0,2,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,good
699,40,0,0,1,0,1905,0,0,0,1,0,15,0,0,0,1,0,1,0,1,0,0,1,4,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,good
700,29,0,0,0,1,1123,0,0,0,1,0,12,1,0,0,0,0,1,0,1,0,0,1,4,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,bad
701,46,0,1,0,0,6331,0,1,0,0,0,48,0,0,0,1,0,2,0,1,1,0,0,4,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,bad
702,47,0,0,1,0,1377,0,0,0,1,0,24,0,0,0,1,0,1,0,1,1,0,0,4,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,good
703,41,1,0,0,0,2503,0,0,1,0,0,30,0,0,0,1,0,2,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,good
704,32,1,0,0,0,2528,0,0,0,1,0,27,0,0,1,0,0,1,0,1,0,1,0,4,0,1,0,0,2,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,good
705,35,0,0,0,1,5324,0,0,0,1,0,15,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,good
706,24,1,0,0,0,6560,0,0,0,1,0,48,0,1,0,0,0,1,0,1,0,1,0,3,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,bad
707,25,1,0,0,0,2969,0,0,0,0,1,12,0,0,1,0,0,2,0,1,0,0,1,4,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,bad
708,25,1,0,0,0,1206,0,0,0,1,0,9,0,0,0,1,0,1,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,good
709,37,1,0,0,0,2118,0,0,0,1,0,9,1,0,0,0,0,1,0,1,0,1,0,2,0,0,0,1,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,good
710,32,0,0,0,1,629,0,1,0,0,0,18,0,0,0,1,0,2,0,1,0,1,0,4,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,good
711,35,0,1,0,0,1198,1,0,0,0,0,6,0,0,0,1,0,1,0,1,1,0,0,4,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,bad
712,46,0,0,0,1,2476,0,0,0,1,0,21,0,0,0,1,0,1,0,1,0,1,0,4,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,good
713,25,0,1,0,0,1138,0,1,0,0,0,9,1,0,0,0,0,2,0,1,0,1,0,4,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,good
714,27,1,0,0,0,14027,0,0,0,1,0,60,0,1,0,0,0,1,0,1,0,1,0,4,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,bad
715,63,0,0,0,1,7596,0,1,0,0,0,30,0,0,0,1,0,2,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,good
716,40,0,0,0,1,3077,0,1,0,0,0,30,0,0,0,1,0,2,0,1,0,1,0,3,0,1,0,0,2,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,good
717,32,0,0,0,1,1505,0,0,0,1,0,18,1,0,0,0,0,1,0,1,1,0,0,4,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,good
718,31,0,0,1,0,3148,0,1,0,0,0,24,1,0,0,0,0,2,0,1,0,1,0,3,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,good
719,31,1,0,0,0,6148,0,0,0,0,1,20,0,0,0,1,0,2,0,1,0,1,0,3,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,good
720,34,0,0,1,0,1337,0,0,0,0,1,9,0,0,1,0,0,2,0,1,0,1,0,4,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,bad
721,24,1,0,0,0,433,1,0,0,0,0,6,0,0,1,0,0,1,0,1,0,0,1,4,0,1,0,0,2,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,bad
722,24,0,1,0,0,1228,0,0,0,1,0,12,1,0,0,0,0,1,0,1,0,1,0,4,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,bad
723,66,1,0,0,0,790,0,0,0,1,0,9,1,0,0,0,0,1,0,1,0,1,0,4,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,good
724,21,0,0,0,1,2570,0,0,0,1,0,27,1,0,0,0,0,1,0,1,0,0,1,3,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,bad
725,41,0,0,0,1,250,0,1,0,0,0,6,1,0,0,0,0,2,0,1,0,1,0,2,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,good
726,47,0,0,0,1,1316,0,1,0,0,0,15,1,0,0,0,0,2,0,1,0,1,0,2,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,good
727,25,0,1,0,0,1882,0,0,0,1,0,18,1,0,0,0,0,2,0,1,0,0,1,4,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,bad
728,59,1,0,0,0,6416,1,0,0,0,0,48,0,0,0,1,0,1,0,1,0,0,1,4,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,bad
729,36,0,0,1,0,1275,0,1,0,0,0,24,1,0,0,0,0,2,0,1,0,1,0,2,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,good
730,33,1,0,0,0,6403,0,0,1,0,0,24,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,good
731,21,0,1,0,0,1987,0,0,0,1,0,24,1,0,0,0,0,1,0,1,0,0,1,2,0,0,0,1,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,bad
732,44,1,0,0,0,760,0,0,0,1,0,8,0,1,0,0,0,1,0,1,0,1,0,4,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,good
733,28,0,0,0,1,2603,0,0,0,1,0,24,1,0,0,0,0,1,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,good
734,37,0,0,0,1,3380,0,1,0,0,0,4,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,good
735,29,1,0,0,0,3990,1,0,0,0,0,36,0,0,1,0,0,1,0,1,0,1,0,3,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,good
736,23,1,0,0,0,11560,0,0,0,1,0,24,1,0,0,0,0,2,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,bad
737,35,0,1,0,0,4380,0,0,0,1,0,18,1,0,0,0,0,1,0,1,0,1,0,3,0,0,0,1,2,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,good
738,45,0,0,0,1,6761,0,1,0,0,0,6,0,1,0,0,0,2,0,1,0,1,0,1,1,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,good
739,26,1,0,0,0,4280,0,0,0,0,1,30,1,0,0,0,0,2,0,1,0,0,1,4,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,bad
740,32,0,1,0,0,2325,1,0,0,0,0,24,0,1,0,0,0,1,0,1,0,1,0,2,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,good
741,23,1,0,0,0,1048,1,0,0,0,0,10,1,0,0,0,0,1,0,1,0,1,0,4,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,good
742,41,0,0,0,1,3160,0,0,0,1,0,21,0,0,0,1,0,1,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,good
743,22,0,1,0,0,2483,1,0,0,0,0,24,1,0,0,0,0,1,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,good
744,30,0,1,0,0,14179,0,1,0,0,0,39,0,1,0,0,0,2,0,1,0,1,0,4,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,good
745,28,0,1,0,0,1797,0,1,0,0,0,13,0,0,1,0,0,2,0,1,0,1,0,3,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,good
746,23,0,1,0,0,2511,0,0,0,1,0,15,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,good
747,37,0,1,0,0,1274,0,0,0,1,0,12,0,0,1,0,0,1,0,1,0,1,0,3,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,bad
748,26,0,0,0,1,5248,0,0,0,1,0,21,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,good
749,33,0,0,0,1,3029,0,0,0,1,0,15,0,1,0,0,0,1,0,1,0,1,0,2,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,good
750,49,0,1,0,0,428,0,0,0,1,0,6,0,0,0,1,0,1,0,1,0,1,0,2,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,good
751,23,0,1,0,0,976,0,0,0,1,0,18,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,bad
752,23,1,0,0,0,841,0,0,0,1,0,12,0,1,0,0,0,1,0,1,0,0,1,2,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,good
753,25,0,0,0,1,5771,0,1,0,0,0,30,0,1,0,0,0,2,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,good
754,55,0,0,0,1,1555,0,0,1,0,0,12,0,0,0,1,0,2,0,1,1,0,0,4,0,1,0,0,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,bad
755,32,0,1,0,0,1285,0,0,0,1,0,24,0,1,0,0,0,1,0,1,0,0,1,4,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,bad
756,74,0,0,1,0,1299,0,1,0,0,0,6,1,0,0,0,0,3,1,0,0,1,0,1,0,0,1,0,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,good
757,39,0,0,1,0,1271,0,1,0,0,0,15,1,0,0,0,0,2,0,1,1,0,0,3,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,bad
758,31,0,0,0,1,1393,0,0,0,1,0,24,1,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,good
759,35,0,1,0,0,691,0,1,0,0,0,12,0,0,0,1,0,2,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,bad
760,59,0,0,0,1,5045,0,1,0,0,0,15,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,good
761,24,0,1,0,0,2124,0,1,0,0,0,18,1,0,0,0,0,2,0,1,0,0,1,4,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,bad
762,24,0,1,0,0,2214,0,0,0,1,0,12,1,0,0,0,0,1,0,1,0,1,0,4,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,good
763,30,0,0,0,1,12680,0,1,0,0,0,21,0,0,0,1,0,1,0,1,1,0,0,4,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,bad
764,27,0,0,0,1,2463,0,1,0,0,0,24,0,1,0,0,0,2,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,good
765,40,1,0,0,0,1155,0,0,0,1,0,12,0,0,0,1,0,2,0,1,0,1,0,3,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,good
766,31,0,1,0,0,3108,0,0,0,1,0,30,0,0,1,0,0,1,0,1,0,1,0,2,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,bad
767,31,0,0,0,1,2901,0,0,0,1,0,10,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,good
768,28,1,0,0,0,3617,0,1,0,0,0,12,0,0,0,1,0,3,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,good
769,63,0,0,0,1,1655,0,1,0,0,0,12,0,0,0,1,0,2,0,1,0,1,0,2,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,good
770,26,0,1,0,0,2812,0,0,0,1,0,24,0,0,0,1,0,1,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,good
771,25,0,1,0,0,8065,0,1,0,0,0,36,1,0,0,0,0,2,0,1,0,1,0,3,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,bad
772,36,0,0,0,1,3275,0,1,0,0,0,21,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,good
773,52,0,0,0,1,2223,0,1,0,0,0,24,0,0,0,1,0,2,0,1,0,1,0,4,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,good
774,66,0,0,1,0,1480,0,1,0,0,0,12,0,0,0,0,1,3,0,1,1,0,0,2,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,good
775,25,0,1,0,0,1371,0,0,0,1,0,24,1,0,0,0,0,1,0,1,0,0,1,4,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,bad
776,37,0,0,0,1,3535,0,1,0,0,0,36,0,1,0,0,0,2,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,good
777,25,0,1,0,0,3509,0,0,0,1,0,18,0,1,0,0,0,1,0,1,0,1,0,4,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,good
778,38,0,0,0,1,5711,0,1,0,0,0,36,0,0,0,1,0,2,0,1,0,1,0,4,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,good
779,67,1,0,0,0,3872,0,0,0,1,0,18,0,0,0,0,1,1,0,1,0,1,0,2,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,good
780,25,1,0,0,0,4933,0,1,0,0,0,39,0,1,0,0,0,2,0,1,0,1,0,2,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,bad
781,60,0,0,0,1,1940,0,1,0,0,0,24,0,0,0,1,0,1,0,1,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,good
782,31,1,0,0,0,1410,0,0,0,0,1,12,1,0,0,0,0,1,0,1,0,1,0,2,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,good
783,23,1,0,0,0,836,0,0,0,1,0,12,0,0,1,0,0,1,0,1,0,1,0,4,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,bad
784,60,1,0,0,0,6468,0,0,0,1,0,20,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,good
785,35,1,0,0,0,1941,0,0,0,1,0,18,1,0,0,0,0,1,0,1,0,1,0,4,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,good
786,40,0,0,0,1,2675,0,0,0,1,0,22,0,0,0,1,0,1,0,1,0,1,0,3,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,good
787,38,0,0,0,1,2751,0,1,0,0,0,48,0,0,0,1,0,2,0,1,0,1,0,4,0,1,0,0,2,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,good
788,50,1,0,0,0,6224,0,0,1,0,0,48,0,0,0,1,0,1,0,1,1,0,0,4,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,bad
789,27,0,1,0,0,5998,0,1,0,0,0,40,1,0,0,0,0,1,0,1,0,1,0,4,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,bad
790,39,1,0,0,0,1188,0,0,0,1,0,21,0,0,0,1,0,1,0,1,0,1,0,2,0,1,0,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,bad
